posts,angry,fear,happy,neutral,sad,surprise,type
让siri放candle light 它给我放[name]的天路live 我天呢 ,0.37,0.0,0.29,0.13,0.09,0.2,ENFP
这个音乐一下回忆到初中看这个小说的时候了 玛丽苏剧情 aaa批发市场王哥_的微博视频 ,0.0,0.0,0.37,0.41,0.1,0.15,ISFJ
#priest是兼职作者#虽然我很喜欢p大但是大部分出名的作者都不是全职，而且很多作者也不建议全职。 ,0.0,0.0,0.0,0.66,0.21,0.14,ENTP
苏新皓戳泡泡杀我啊啊啊，怎么这么可爱啊！怎么这么古灵精怪啊 ,0.13,0.07,0.43,0.0,0.0,0.38,ENFJ
回来几天基本上每分钟都在换场跑不同的地方😂唯一不适应的就是，喝惯了澳洲的咖啡，这几天点了好多家的咖啡都不太行，虽然种类很多但是味道太水了也不太香醇😪好馋咖啡。终于足疗了！！每天晚上都在足疗哈哈哈哈我真的要彻底足疗够，省的回去想念 更新一波：我突然意识到咖啡味道不对可能不是咖啡的原因，是奶的原因😂,0.0,0.0,1.0,0.0,0.08,0.0,ESTP
我居然准时下班了 好不真实啊啊啊 还有一堆活没干完呢这感觉真不好 ,0.46,0.09,0.0,0.0,0.27,0.31,INFJ
笑死我了，我暂时信了甜文我想干这种事很久了，如果一觉醒来变成个男的，我想亲自试试:） ,0.1,0.0,0.64,0.12,0.11,0.12,INFJ
刘辩#刘辩 鬼神辟易应火德##超话新年许愿季#宝宝把我放心里我把宝宝高举起 ,0.07,0.08,0.75,0.13,0.0,0.0,ISFP
我俩今年第二次飞中国香港了。随身带的娃娃也从夏天的玲娜贝儿换成了冬季达菲。旅行，开心。#[address]#  网页链接 ,0.0,0.0,1.0,0.0,0.0,0.0,ENFP
我宣布结构化就是我的克星评委老师对我的第一印象就会要在这扣个几分问题都听不清在这瞎答题 还结结巴巴的不想再来一次了千万不要卡通过率把我卡了 ,0.99,0.0,0.0,0.05,0.12,0.0,ISFP
以前初中[num]-[num]斤的时候总觉得自己太胖，现在[num]斤了，我虽然才[num]，但是我坚定认为自己完全跟胖不沾边，有曲线有胸，是超级无敌健康漂亮的身材，谁敢说我胖可以等着被我辱骂[愛你][愛你] ,0.31,0.1,0.61,0.0,0.3,0.0,INTP
👋👋 [address]·安徽师范大学([name]校区) 谢女士会永远幸福的微博视频 ,0.08,0.0,0.7,0.33,0.05,0.0,ENFP
睡觉噜睡觉噜，明天要早起去买豆浆油条和小笼包吃🤤回国了吃啥都好吃 ,0.0,0.0,1.0,0.0,0.06,0.0,ENFJ
我草后知后觉发现我之前少记了一场，所以今天这场mia是我的第[num]场 ,0.0,0.0,0.15,0.18,0.37,0.3,INFP
@益禾堂 我不允许任何人辱骂你🤬🖕🏻，不允许任何人欺凌你😡👊🏻，不允许任何人忤逆你😤✖️，我要好好的爱护你🥰、保护你🫡、拥抱你🫂 ,0.0,0.0,0.78,0.14,0.0,0.0,INTJ
#微博跨年狂欢节#可以预约[name]了！还可以冲跨年晚会现场门票！快来和我一起冲！预约[num]，让更好发生~ ~~ 微博跨年狂欢节 ,0.0,0.0,0.82,0.12,0.0,0.06,ISTJ
哎呀我的个亲娘，看见我有些老公最近的状态真想给他们开几副中药 ,0.45,0.0,0.15,0.0,0.25,0.22,ENFP
写作业写的烦躁的时候来阳台看看 emo情绪就会消散🌃🌃那还是得继续写作业啊喂！ [num]桃子酪酪[num]的微博视频 ,0.43,0.09,0.16,0.13,0.33,0.0,ISFJ
经过忍耐之后吃到的美食是真的真的很香如果一直放纵自己过载欲望那欲望被满足的阈值只会提高 ,0.09,0.0,0.49,0.15,0.37,0.0,ENTJ
娃你真的是抖音女团从假小子到nude 到女王牌到wife 到超级女士再到现在的fate 还收割了一大波日文歌粉丝真的是有种席卷中国大街小巷的魔力🫰🏻 ,0.17,0.0,0.67,0.08,0.0,0.25,ENFP
#[address]天气#真的被这大雷暴吓到了 怎么今年天气这么恶劣啊下好久雨了都 ,0.15,0.49,0.0,0.0,0.11,0.45,ENFP
给我妈买了包，然后她说还是喜欢我的包现在她有两个包了 我？？？ ,0.08,0.0,0.17,0.11,0.21,0.52,ISFJ
钟辰乐 poison 辰乐focus k[num]rowddrah[num]的微博视频 ,0.0,0.11,0.21,0.78,0.0,0.15,ESFP
[name]祎 jjy#仙剑四 寒假档#jjy#[name]祎安利进行时# jjy#[name]祎仙剑奇侠传四# 怕早一步春芽不发 晚一步错过[name]@[name]祎 嘬味奶饺的微博视频 ,0.0,0.3,0.18,0.39,0.2,0.0,ENFP
我在佛前苦苦求了几千年（从[num].[num]等到现在，我真的要发神经了！！！ ,0.83,0.06,0.0,0.05,0.2,0.0,ENFP
[name] 💤跑了三家店才买到小白毛，越看越像……线下小卡也好可爱 ,0.0,0.0,0.83,0.09,0.09,0.0,ENFP
每天给自己灌个水饱 抹茶燕麦拿铁抹茶米乳拿铁纯粹燕麦拿铁招牌厚乳拿铁椰椰拿铁[address]轻乳茶[address]拿铁 ☕️ ,0.0,0.0,0.6,0.34,0.17,0.0,ENFP
发烧四天了，天天[num].[num]-[num].[num]度反复，嗓子也失声了。第三天抽血也测不出来甲流之类的，只能做个雾化治疗治嗓子。第四天凌晨又开始发烧到[num].[num]度，然后突然间姨妈也来了。下周一还有pre，[num]月初有个答辩。真的是，好事没有，坏事扎堆 ,0.35,0.1,0.0,0.0,0.46,0.0,INTJ
太有魅力 面部狰狞扭曲但眼睛还是一对儿死鱼眼 一种在爆炸地球当个局外人路过的无所谓感 死鱼眼一种特别特别美的 好像在说你麻痹又好像在说我爱你🤘🏿 ,0.1,0.0,0.72,0.07,0.17,0.0,ENFP
我好像考完试了就没怎么刷到过好看的小说了，我真的无语这种定律 ,0.73,0.0,0.0,0.0,0.29,0.12,ISFP
#玫瑰少年#男孩们，女孩们，不要惧怕外界眼光，尽情享受自己的人生，尽情释放自己的魅力。想笑就笑，想哭就哭。最好的报复是美丽，最美的盛开是反击。把爱都留给值得的。任何人都无权夺走你的美丽 ,0.0,0.0,0.91,0.05,0.09,0.0,INTP
当不喜欢留长指甲的人有一天做了美甲。剪指甲的时候，感觉像是给大象/蜥蜴/乌龟/……剪指甲根本剪不动啊 ,0.42,0.0,0.07,0.13,0.33,0.17,ESTJ
今年下半年的flag  每天定时看微信  当天的消息当天回 或第二天上午回  不要超过[num]小时   不要一个漏网之鱼 我有很多毛病  我改 ,0.91,0.0,0.0,0.11,0.0,0.0,ESFJ
#外媒把[name]认成了[name]#虽然但是……这真的太离谱了吧哈哈哈哈哈哈哈哈 ,0.0,0.0,0.96,0.0,0.08,0.16,INFP
#庆帝 我要diss你#庆帝！！！！我恨你！！！你还我赖名成！！！还我范闲！！ ,1.0,0.0,0.0,0.0,0.0,0.0,INFJ
快来参与#你好春天#活动，分享春日美好，一起过春天#你好春天#抽奖活动 ,0.0,0.0,0.59,0.27,0.0,0.0,INTP
你们戴唇环的人真的是为了装逼不用吃饭的啊！！太影响进食了啊！！！！ ,1.0,0.0,0.0,0.0,0.0,0.07,ENFP
"@发光小裤裤   翻开它, 拿走一个简单的答案和暗示  预言链接-&gt; 网页链接 第[num]/[num]页 ",0.06,0.07,0.14,0.7,0.0,0.0,INFJ
baolan 去吃饭了  [name]了火锅要吃的久一点 晚点再来 ,0.16,0.0,0.5,0.17,0.34,0.0,ISFJ
[num]/[num]今天到了我姐家 我这破烂残缺的性格 有时候挺无奈的 真的很无语 ,0.34,0.0,0.0,0.0,0.74,0.0,ENTJ
马上要过生日啦，开心要许什么愿望呢，焦虑没关系啦反正每一年许下的愿望都没有实现，嘻嘻take it easy～🎈反正再怎么样都不会比去年更糟了 如果许愿更幸运更快乐更xx更xx愿望就一定能实现 ,0.1,0.0,0.98,0.0,0.08,0.0,INFP
[name]祎jjy#[name]祎姜黎非# jjy#鞠婧祎千香# “你的身影落在了青春的回忆，充满了美好”＂𝒴𝓸𝓊𝓇 𝒻𝒾𝓰𝓊𝓇𝓮 𝒻𝓮𝓁𝓁 𝒾𝓃 𝓉𝒽𝓮 𝓂𝓮𝓂𝓸𝓇𝒾𝓮@[name]祎  ,0.0,0.0,0.78,0.12,0.13,0.0,ENTP
以我的常识和见识，我理解不了流浪地球[num]。看了一半就想出去，知道最后肯定是一切顺利，就是过程坎坷点，看着心累。二刷是不可能二刷的，坐不住三个小时。 ,0.18,0.0,0.09,0.14,0.64,0.0,ISTP
明天终于休息了我敲这个班真是一天也上不动了明天必须给自己安排一杯三个大苹果的苹果汁 再来一个酒酿蛋 外婆亲手做的酒酿太美味了🤤中午去吃个砂锅馄饨 想了好久下午再去采个草莓晚上去吃学生外婆做的酸菜鱼和红烧肉（一个j人夜里一点半对于自己第一个休息日的安排…. ,0.0,0.0,0.85,0.11,0.23,0.0,ISTJ
jun[name] 生日快乐 猫猫🐱宝宝♪[num](´ω`)و♪生日快乐～happy birthday to junjun！#这一刻的[name]我想对你说#🐱#[name][num]生日快乐# ,0.07,0.0,0.93,0.0,0.0,0.0,ENTJ
每年年末现充在发九宫格心得 二次元在发九宫格年终总结 三年了我一个屁都憋不出来 ,0.61,0.0,0.07,0.0,0.21,0.06,INTP
今天去做光子，前几次美容院小妹妹都弄不干净。今天换了个新的小妹妹小心翼翼问我疼不疼，我说我疼我就爽，小妹妹一下来劲了说，太好了我有强迫症，不弄干净我浑身难受。我说来吧！ 小妹妹真的下了十成力，幸好眼睛被遮着，不然妹妹会看到我为她流的眼泪。 ,0.09,0.08,0.34,0.13,0.45,0.0,INTJ
可能是地区差异吧[address]的鱼香肉丝就是糟海椒蒜苗和肉丝没嘚去他配菜 这种酸辣就和糟辣鱼里面的[name]是一个味 香得很 ,0.0,0.0,0.22,0.49,0.13,0.14,INFP
如果我有[num]，[num]斤，多少看到不讲文明没道德的抓着他脖子一个翻摔 ,0.86,0.0,0.0,0.07,0.13,0.0,ENFP
我们昨天六个人去天虹吃火锅 去的时候还在天虹门口看到了在摆摊赚钱的朋友 后面吃火锅吃完了还拿了季季红五六个那个装冰淇淋的一次性碗装了吃的放在一个没有盖子的纸盒子给摆摊的朋友送去吃 我操巨搞笑 掷骰子点数最小的端着去 xx蓉掷出来点数是一 她人都要碎了 一路躲躲藏藏的啊啊啊 ,0.55,0.12,0.14,0.0,0.2,0.0,ISFP
我，真的 好想蔡[name]啊，特别是在这种特殊日子，我好好想小困，想到发疯想到哭泣 ,0.11,0.09,0.0,0.0,0.87,0.0,ENFP
们萨推吃了复数都不吐欸。。一个一个收真的效率太低了 这样子要猴年马月才能扎上包啊急急急 ,0.88,0.1,0.0,0.0,0.22,0.0,ENFJ
啊看评论看得我heart又软软的，特别好的读者们特别好的作者。呜呜呜没想到大家都看哭了🥺真的很细腻！明明一点都没有虐点，但是[name]实在太舒服了。 ,0.0,0.0,1.0,0.0,0.0,0.0,INFJ
跟那个师弟网友面基了 我真没想到能这么可爱 真的是弟弟啊哈哈哈哈哈哈 很尴尬 主要我舍友还在旁边 我疯狂找话题 尽量不冷场 但还是很尴尬 还是[address]的 欧天哪 我们高中老学[address] ,0.16,0.12,0.5,0.0,0.23,0.18,ENFJ
于文文 什么？文哥又要去讲脱口秀了？想起[num]年第一次讲脱口秀时说自己紧张的鱼丸丸 三年过去了 如今进化成灭霸打响指 还剩鱼丸丸的嘴 这次一定爆梗频出 炸翻全场！文哥加油！@kelly于文文 小liu忙抓紧[name]然后滚去健身的微博视频 ,0.07,0.1,0.77,0.06,0.0,0.14,ENTJ
光与夜之恋各位老婆想试试互关，属性在置顶，是高三生不是mzr！可以接受的老婆可以来一起玩！ ,0.13,0.0,0.64,0.28,0.0,0.06,ENFP
我在[name]棣抽到了sr卡“眼神锁定”，快来试试你的手气如何！网页链接 ,0.0,0.0,0.57,0.32,0.0,0.14,ISTP
春天真的太太太适合听[name]了，路上都是绝美的花，熟悉的调调，太喜欢这样的感觉了，春天真好，人类真的会反反复复爱上[address]的春天。 ,0.05,0.0,1.0,0.0,0.0,0.0,INTP
很奇怪很奇怪，在学校虽然睡很多，但我一度怀疑自己神经衰弱，可能因为我比较敏感，而且睡靠门的床，外面有一点风吹草动，我必然第一个察觉，宿舍里有一个人翻身都能把我吵醒的程度，但是，在家里我妈在我头顶炒两盘菜，把屋顶掀了我都不一定醒很奇怪很奇怪 ,0.0,0.33,0.0,0.06,0.0,0.43,INFP
洗完头发吹完头发了 头发现在好长了 我好开心 我决定接下来的很长时间都要留长发啦 ,0.06,0.0,0.98,0.0,0.06,0.0,ISTJ
携手共进、时光旅程，[num]#游戏大赏# 陪伴榜单已开启，帮你为所爱充能！咱就是说，游戏圈有属于自己的线上狂欢~#[num]游我陪伴#[num]游戏大赏 ,0.0,0.0,0.79,0.17,0.0,0.0,ENFP
烦死了你妈的。这两天谁惹我谁就等着当圆盘被我打子弹吧，傻逼。操你妈了个逼。 ,1.0,0.0,0.0,0.0,0.0,0.0,ENFP
nba季后赛西部半决赛g[num]，掘金[num]-[num]大胜森林狼[num]分，大比分[num]-[num]扳回一城。据统计，[num]分是掘金队史季后赛第二大赢球分差。第一是[num]年首轮g[num]，[num]-[num]大胜新奥尔良黄蜂的[num]分。#森林狼vs掘金##nba季后赛# ,0.0,0.06,0.09,0.82,0.11,0.05,ISFJ
昨天徒步，今天我的下半身疼的哇，[num]km这辈子没走过这么长的路 ,0.0,0.11,0.0,0.0,0.87,0.15,INFJ
真的很不欣赏在我面前一坐就哭哭啼啼也不说话的人，哭有什么用啊，你倒是开口说为啥呀，我的耐心都耗没了 ,0.95,0.0,0.07,0.0,0.28,0.0,ENFP
参加葬礼每天情绪非常诡异..一会油嘴滑舌的社交一会哭，很长时间处于忙碌之中，日夜颠倒睡眠减少，结束之后心情却像起了涟漪的湖面久久不能平静.... ,0.17,0.18,0.0,0.11,0.8,0.0,ISFJ
在成年世界里继续满怀期待地迎接每一个夏天。嘻嘻😁今天是宝贝官宣五周年  也是我的生日呢真的好巧啊 ,0.17,0.0,0.99,0.0,0.0,0.0,ISTJ
自从我知道哪些男的pc以后 每次看到他们的pyq照片 第一反应都是哦他去pc ,0.29,0.0,0.13,0.24,0.0,0.31,INTJ
让我不拖作业真的很荒谬 因为我仔细想了一下除了小学六年以外所有作业我都是假期最后几个小时写的。一部分是带到学校写的 更有一部分从来就没有写完过、。 ,0.52,0.0,0.0,0.06,0.25,0.13,ENFP
发滚男相关博的时候根本不避讳容易被搜的[name]发其他坑的时候千方百计起[name] ,0.35,0.07,0.13,0.43,0.0,0.0,ESTJ
我说职场里面一些倚老卖老的老东西，该自己做的东西是怎么不要脸恬不知耻说着：我就交给你了，你来搞定。的话啊。自己的东西不会自己做就算了，交给别人做还想白嫖，不给费用还要别人做怎么敢的啊 ,1.0,0.0,0.0,0.0,0.0,0.0,INTP
[name] lxq #[name] 人间棉花糖# [num]京东直播（上）分两个part的原因是一个视频太大了微博不让传是完整的全程直播📷 那就做个诗人吧的微博视频 ,0.07,0.0,0.21,0.48,0.22,0.11,ESFJ
学校最后一顿/到家第一顿在学校里交到了口味相同的朋友在家里爸爸会特意点我爱吃的菜主打一个在哪都吃得很开心 ,0.06,0.0,1.0,0.0,0.0,0.0,ISFJ
刚刚在餐厅聊太久老板说打烊了把我们赶出来了问我们是不是刚高考完我们“我们大学都快毕业了哈哈哈哈哈哈哈”找不到地方现在路上边走边聊现在来了个酒吧这还是我第一次来酒吧 ,0.0,0.0,0.91,0.09,0.11,0.11,ENFP
一直大吃特吃然后发现比上一次称重大概半年前瘦很多我妈：你在学校吃不饱饭？我：我只会背着你一天吃很多顿饭 ,0.0,0.0,0.16,0.17,0.52,0.22,INFJ
原来工作日的下午k房都被阿姨们占领了，好家伙除了我们那个房其他的一路走过去里面全是阿姨们在唱歌！ ,0.37,0.0,0.09,0.0,0.07,0.45,INTJ
『冥界生存实录』更新到[num]章啦一定要按照顺序看👀 新人物出场下场都很快 漏了一章就接不上接下来几章会详细讲述幼娘的前世故事 ,0.0,0.11,0.38,0.49,0.21,0.05,ENTP
已经摸透了做梦的规律，睡前看什么就梦到什么，昨晚睡前看兔兔爹，抓猫抓了一整晚，抓猫过程掺杂了一些其他小视频内容，今晚睡前看奢侈的一小半试试做大富翁喽 ,0.12,0.0,0.63,0.17,0.13,0.1,ENFJ
好久不见 冬去春来 岁首[address]过期日常先来一条，祝贺今天击败病毒～🌿🍃🌱🧧#今天您吃饭了吗##plog博主日记##一起迎立春# ,0.0,0.0,0.9,0.0,0.06,0.05,ENTP
又是一个人挂号 跑急诊 缴费 做生化 验血 做彩超 联系专家会诊 打针 输液 住院的一天 ,0.23,0.1,0.09,0.0,0.47,0.0,INTJ
我现在越来越发现最可怕的不是那种大反派而是平时看起来老实[name]的 他们思维真的很可怕可以完全把两个自己给分开自洽 ,0.08,0.65,0.0,0.1,0.0,0.18,INFP
上班跟带娃比起来简直就是在度假。有了孩子，不想上班的毛病彻底治愈。一到公司，人也不压抑了，也不想哭了，也不会喘不过气了，一整个神清气爽… 以及我爹，他真的什么都懂… ,0.0,0.0,0.95,0.0,0.06,0.0,INFP
钟辰乐 🐬 #钟辰乐实力主唱# [num] tds[num] in nagoya 饭拍视频一则@khchenle    松弛感cr doyoti_[num]🐬彩色相机📷：kh[num]le   🐬辰乐声云☁️：网页链接  🐬管理组招新：网页链接    🐬工作组[name]：网页链接  钟辰乐_leleland的微博视频,0.08,0.08,0.27,0.65,0.0,0.0,ENTJ
这次做的美甲长度太合适了 这次做完以后有种和我本身的指甲浑然一体很舒适的感觉 ,0.0,0.0,0.95,0.1,0.0,0.08,ENFP
#微博年度手机大赏# 我已为荣耀[num] pro投出一票，一起来参与吧~微博年度手机大赏 ,0.0,0.0,0.59,0.31,0.0,0.07,ENFJ
#[address]暴雨#蹲了半天拍到的闪电⚡⚡（稍微调了下色）美丽的事物往往伴随着危险 ,0.0,0.2,0.28,0.4,0.22,0.07,ENFP
珉佑 《别造谣，我真是直男》有梨泰院f[num]直男傻系奎×温柔钓系圆一发完大家注意避雷❤️ ,0.12,0.12,0.32,0.36,0.06,0.0,ENFP
日常 今天发日常(˵¯͒〰¯͒˵)看到📕上龙猫草海已经非常茂盛，周日就去亲眼看看，很失望啊，没有成片的草海，只是零星几从，而且水位一斤上来了，一脚踩进了烂泥地，再走下去鞋子要报废。匆匆看了几眼就撤了，去[name]老街吃碗黑色臭豆腐。蔷薇花已经开了，我要去颐和路啦。🌸 ,0.0,0.09,0.29,0.14,0.53,0.0,INFP
我真的好e人，可以和食堂阿姨聊天，给陌生人借纸，给地铁上的外地游客热心帮助 ,0.21,0.0,0.93,0.0,0.0,0.0,ENFJ
好紧张啊明天我就要自己一个人骑电动车到市区上班了啊啊啊啊啊啊啊啊 ,0.23,0.13,0.13,0.08,0.56,0.06,ISFP
坏消息: 我的梨型身材正在不可控制的情况下横向发展，现在只能穿伞裙了好消息:以前买的裙子都是伞裙，就算胖到[num]斤，还是穿得下 ,0.0,0.07,0.15,0.3,0.6,0.14,ISFP
对了，今天真的很牛逼就是我跟师姐抢到了陈奕迅第一排的演唱会票 ,0.0,0.0,0.86,0.0,0.0,0.21,ISTP
每天如果面对可以承受的压力就会想到办法然后抓紧时间解决人就会越来越瘦如果每天面对无法承受的压力就会依靠短暂的放纵和暴饮暴食来逃避人就会越来越胖这就是压力肥和压力瘦的两个原因 ,0.0,0.13,0.06,0.41,0.52,0.09,ESFJ
小煎鸭依旧发挥稳定 还是这么好吃hxy实现了他的女儿梦吃大餐咯好难吃的沙拉🥗吃火锅咯 虽然味道一般般吧我觉得好爱吃小笼包啊 好美味 加好多好多醋 谁懂！好可爱的麦麦 太可爱惹可爱归可爱 这个派像在吃牙膏 报吃给戴坤这个死猪煮的螺蛳粉 懒鬼一个 ,0.07,0.0,0.89,0.0,0.11,0.07,ENFP
在公司碰到了本科师妹，我们对导师的怨念可以说一年。原来我导对本科生也这么凶残。 ,0.38,0.07,0.0,0.07,0.32,0.25,INFJ
感冒鼻塞，塞上纸巾，还是恶心干呕！腐败，也许就是死神身上的味道。清洁工、法医等和“腐败”接触的职业，都是伟大的职业。 ,0.39,0.07,0.11,0.24,0.19,0.0,ENTJ
眼看越来越多越来越多的要求决定除了直接发图的其他人全退单了 ,0.49,0.0,0.05,0.16,0.24,0.26,ESTJ
我在参与#乘风之夜组队选曲征集#限时投票，我想看@萨顶顶 演唱《月亮之上》，你呢？ 。 乘风之夜组队选曲征集 ,0.0,0.0,0.31,0.4,0.1,0.1,ENFP
#我弟弟暗恋了我闺蜜[num]年#麦承欢说：报我名字得了呗！你们信不信我妈知道了马上发疯 ,0.7,0.0,0.08,0.08,0.0,0.12,INTP
可以记录，但无需放过多注意力，趁着身体好，我要开始工作了。 ,0.05,0.0,0.86,0.06,0.0,0.0,ISFP
这家衣服的快递包装太有特色了，像在拆试卷密封袋，就差配一把五毛钱的小刀了。 ,0.18,0.0,0.46,0.32,0.0,0.2,INFJ
世界上又多了一只伤心小兔和一只伤心小鼠 又掐起来了 兔兔一jio把鼠送回了基地 我感觉地狱笑话好像在和我解释天使的地狱言行是因为智商不高所以好心办坏事，但是又感觉是恶魔伪装的天使伪装的智商不高伪装的好心 好可恶的商战[上官婉儿] 现实是bible涉及反犹主义……啊这 ,0.64,0.13,0.0,0.07,0.2,0.06,INTP
我妈两点起来上厕所然后又抱走了我一只猫真的烦干嘛打断人家猫睡觉啊 ,1.0,0.0,0.0,0.0,0.0,0.0,INTJ
洛少爷做梦梦到核污水把孙悟空变成了美人鱼然后少爷带我们拯救世界 ,0.0,0.0,0.5,0.27,0.11,0.14,INFJ
忒困了，，我来给大家拜个早年！！！祝大家龙年健康快乐，随心多自在！不用多快多急，就一步一步、实实在在地把日子过成自己想要的样子吧[送福]蛮好的今年结束了，更好的明年来了！ ,0.1,0.0,1.0,0.0,0.0,0.0,INFJ
#中国女排锁定巴黎奥运会门票#本来奥资赛就该锁定的 你瓜非得等到最后一刻 vnl之前的分差和后面那么大 要是没拿到门票才是笑话 ,0.89,0.0,0.0,0.06,0.12,0.12,ISFP
这两周就是，从灵镜传奇→水月洞天→灵镜传奇→水月洞天，优酷养老的剧也太多了吧，手握一堆以前的电视剧，刚刚看b站也有高[address]月洞天，为了看弹幕我要转移一下阵地，以前看时忽略的细节现在重看，果然感受不一样！太上头了！难怪我现在不爱看电视剧，以前电视剧看不完~，现在电视剧看不完… ,0.0,0.0,0.76,0.0,0.0,0.26,INFP
我昨天骑车路上我在想，我要开始着重学学一下怎么管人，怎么分钱，怎么去谈下来[address]这方面的东西，不过小公司肯定是业务为先 ,0.08,0.0,0.23,0.56,0.0,0.0,ISTJ
调休调得要崩溃了我要回家，剩下的一天怎么这么难熬我要报警把学校的人都抓了 ,0.62,0.07,0.0,0.0,0.47,0.0,ENFP
faceapp 我在[address]可以直接用 在家好像不太行淘宝买 五块 ,0.0,0.0,0.0,0.31,0.33,0.38,INFP
#微博跨年狂欢节#可以预约[num]跨年嘉宾了！还可以冲跨年晚会现场门票！快来和我一起冲！ ~ 微博跨年狂欢节 ,0.0,0.0,0.75,0.15,0.0,0.1,INFP
又是为五夏痛苦的夜晚，我们夏油，如果真的有下辈子，一定要换另一条路走，活下去，哪怕活不明白也要活到最后。 ,0.11,0.0,0.4,0.08,0.48,0.0,ESTJ
这个没发过 我们女明星人气特别高 我的玛奇朵撒了的微博视频 ,0.15,0.0,0.23,0.23,0.0,0.36,INFJ
#a unique tree🌲#突然觉得自己考的还挺不好的原来大家都这么牛我还以为我考的还行结果hhh小丑就是我我想着可能会比去年进步这样看来我不退步都不错了 ,0.1,0.0,0.63,0.0,0.18,0.14,INFJ
粉色娇嫩 你如今几岁了可考上了研 可赚到了钱啊啊啊啊啊啊啊啊啊我学不会啊能不能进复试我求求了 ,0.53,0.0,0.14,0.05,0.37,0.0,ESFJ
昨晚梦到和[name]赫是一天情侣 真的是一天哦因为白天还手拉手 晚上跟我说不想谈恋爱哈哈哈哈哈哈哈哈哈 吗的不过是真的帅啊 只是还没谈明白呢 闹钟就响了 ,0.07,0.0,1.0,0.0,0.0,0.0,ENTJ
好烦啊连续两个晚上睡不着了我好崩溃脑子还在唱[address]传奇的自由飞翔闭上眼就是在你的心上自由地飞翔我真的好崩溃我想睡觉 ,0.43,0.0,0.0,0.0,0.64,0.0,ISFJ
我真的讨厌这个鞋！！！！我在[address]的时候就脚很疼   但是没拿别的鞋   今天我脚上直接长了一个血泡！！！！！ ,1.0,0.0,0.0,0.0,0.0,0.0,INFJ
对，无论你怎么说怎么做都会有一些粉丝无条件爱着你，哄着你，支持你，替你说话，甚至替你辩解，只是，你有没有想过，他们没有任何义务为你做这些，你扪心自问，你的所作所为是否值得他们的全部付出呢？ ,0.2,0.0,0.3,0.25,0.28,0.0,ISFJ
好喜欢rnb最喜欢的歌是rnb all night好喜欢玩网游最喜欢的游戏是[num]小游戏阿sue涂指甲 ,0.0,0.0,0.86,0.0,0.0,0.0,ENFP
我的女同天菜师姐终于是败在了侄女手里，中午出来吃饭师姐一边吃烧烤一边轻轻碎掉了，不知道如何安慰了，这难道是女同的宿命吗…… ,0.17,0.0,0.0,0.09,0.86,0.1,INTP
突然想起昨天忘了写整牙日记然后去备忘录写完翻看回之前写的哇好神奇的感觉看到几个月前还是空气[name]的自己感觉好像在看一个熟悉的陌生人嗯我还是不适合[name] 哈哈这种感觉很奇妙因为我不记得我当时是这样的 原来当时我是这样的表情原来当时我正在鼓励自己坚持住所以还是要多多记录啊跟未来的自己对话也是一种自我救赎,0.0,0.1,0.79,0.0,0.06,0.12,INFJ
为什么要接鲸鱼马戏团这个活，几百年没看过这么长的剧本了，还一个人[num]个本 ,0.6,0.0,0.0,0.06,0.06,0.31,ENTJ
这段笑点过于密集 tnt是这样的 哥哥们发疯弟弟们稳重 让风也开花吧的微博视频 ,0.06,0.0,0.71,0.19,0.0,0.13,ISTJ
人吧，一旦忙碌起来，就特别容易忘事。比如说我的u盘不见了… ,0.21,0.0,0.0,0.15,0.59,0.0,ISTJ
昨晚和六元阿谢在糖水店打游戏这战绩怎么会不值得记录一下呢？ ,0.22,0.0,0.1,0.09,0.33,0.3,ENFJ
去md买了几件衣服 结账的时候问店员说她们店怎么越来越少了 店员说因为开不下去了 我听完无比心塞 比花钱的肉疼还难受 这是我最喜欢的牌子。。 ,0.09,0.0,0.06,0.05,0.65,0.0,ENTP
#陈赫冰桶打人事件受害者#还没点进去吓死了，以为又出什么事了，结果没事，[address]就好 ,0.0,0.5,0.26,0.05,0.0,0.28,ESTP
老婆你能不能给我解释下这个衣服下摆是怎么回事 肺泡大王bubble的微博视频 ,0.26,0.0,0.0,0.28,0.06,0.42,INTJ
没有严重的孕反 除了每天没劲 吃不下饭 一吃就胀气 胸涨得疼 脑子呆呆的 小毛病一堆 哪哪都不对劲 ,0.41,0.1,0.0,0.0,0.55,0.0,ENFP
第一次模考结束了发现还有很多不足三大基础模块没有保证做题速度太慢太慢太慢了言语老是回读判断老是纠结资料时间不够知识点掌握不够牢固好好努力吧 ,0.25,0.05,0.2,0.15,0.53,0.0,ISTP
看了暗火的，一定要去看lcx哥哥那篇，深欲，这也太带感了吧啊啊啊啊啊 ,0.15,0.0,0.53,0.1,0.09,0.18,ISTP
你俩去酒店呗？在教室摸啥呢笑你妈呢你俩下面实在痒了拿拖鞋🩴给对方互相拍拍呗 嘻嘻哈哈的你还能考上研了或者你还能上岸了 ⬇️👇下贱 ,0.58,0.0,0.5,0.0,0.08,0.08,ESFJ
“只此一遭，别无机会。扮美些，强大些，尝得更多，走到更远，爬起跌倒，结婚生子，在镜中注视自己苍老，好好活过，不辜负这一场。” —- [name] 《三观易碎》 ,0.0,0.06,0.66,0.22,0.22,0.0,INFJ
上班之后时间好少，一边想和家里人多呆一会，另一边又想和对象去各种地方旅游，最后一半回家一半和对象在一起反而什么都干不了 ,0.06,0.0,0.0,0.11,0.73,0.0,ESFJ
